id,sentence,e1_pos,e2_pos,relation,label
6764,77793 civilians have arrived into the government controlled areas within the last two days,1,8,"Entity-Destination(e1,e2)",7
6765,"on my trip , i brought with me a suitcase full of school supplies",9,12,"Content-Container(e2,e1)",18
6766,"surprisingly soon , a culprit popped out of the data",4,9,"Entity-Origin(e1,e2)",13
6767,"american warships , which , in addition to opening japan 's borders with their show of military supremacy , brought along a troupe of blackface minstrels as entertainment",22,25,"Member-Collection(e2,e1)",16
6768,"the reddish purple bracts of the flower roll back and split to expose a hand of bananas , usually at the rate of one per day",14,16,"Member-Collection(e2,e1)",16
6769,annie mae young is looking at a photograph of a quilt she pieced together out of strips torn from well worn cotton shirts and polyester pants,7,10,"Message-Topic(e1,e2)",1
6770,oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin irritation from the sun and environmental pollutants,15,18,"Cause-Effect(e2,e1)",10
6771,skype founders have moved into a net tv,1,7,"Entity-Destination(e1,e2)",7
6772,"but what is not seen in the television pictures , is the almost invisible army of 7000 migrant workers who built the iconic structure",18,23,"Product-Producer(e2,e1)",4
6773,the older people have been moving into new homes,2,8,"Entity-Destination(e1,e2)",7
6774,the colitis usually is caused by taking antibiotics,1,7,"Cause-Effect(e2,e1)",10
6775,"comprehensive notes survey the current state of the law , raise questions for class discussion , and address the continuing controversies in this field",1,5,"Message-Topic(e1,e2)",1
6776,50 cents from every book sold are invested into sustainability initiatives,1,10,"Entity-Destination(e1,e2)",7
6777,"the panelists bring knowledge and experience to a debate focusing on mergers , acquisitions and joint ventures within the world 's largest industry",8,11,"Message-Topic(e1,e2)",1
6778,"the figurine was inside a chocolate egg eaten by ten year old dixie , a dalmatian collie living in aberdeen",1,5,"Content-Container(e1,e2)",17
6779,this lowly structure is preserved and protected from decay by having built over it an outer structure surmounted by a great dome of glass,16,21,Other,0
6780,out current secretary is gathering information from past presidents and committee chairs,5,8,"Entity-Origin(e1,e2)",13
6781,"it is stardust that remains from previous cycles of evolution , cycles without a beginning or end",2,7,"Entity-Origin(e1,e2)",13
6782,the protein molecule has come into existence by natural processes,1,6,Other,0
6783,starting a food and beverage company from scratch requires a lot of planning and research,2,5,"Product-Producer(e1,e2)",3
6784,"methamphetamine residue and a broken pipe used for consuming it were retrieved from a toilet , along with 7800 in cash that was hidden in a towel",21,27,"Content-Container(e1,e2)",17
6785,"the puppet , who rose to fame through a children 's tv show called the den , has recorded a string of hit records , including dustin unplucked",1,23,"Product-Producer(e2,e1)",4
6786,"the halting of easy profits from inflation brought on a banking crisis , which resulted in a complete restructuring of the industry during the late 1990s",4,6,"Cause-Effect(e2,e1)",10
6787,"then they came near , and spake before the king concerning the king 's decree",12,14,"Product-Producer(e2,e1)",4
6788,"overall , the fire after the earthquake burned out 7456 houses in over 530 localities",3,6,"Cause-Effect(e2,e1)",10
6789,"the hero initially attempts to stop the train with his own strength , but fails miserably and does n't slow the train down",1,11,Other,0
6790,the injured worker fell from an elevated work surface or was struck by an object falling from an elevated work surface,2,8,"Entity-Origin(e1,e2)",13
6791,the scientist 's theories about the mutants being extinct were proven false when hades and his surviving clan members stalked and brutally killed wilson,1,3,"Product-Producer(e2,e1)",4
6792,the remaining settlers dug a 10 miles \( 16 km \) ditch from the sevier 's east fork into tropic valley,2,11,"Product-Producer(e2,e1)",4
6793,the commandos were dropped into a french nuclear plant,1,8,"Entity-Destination(e1,e2)",7
6794,"film exhibition in north america , wrapped this past weekend , and paste was there to sample the latest wares from the world 's filmmakers",19,24,"Product-Producer(e1,e2)",3
6795,"students write a paragraph stating reasons for doing something , and then a paragraph about how to do something",3,5,"Message-Topic(e1,e2)",1
6796,we have a congress of different nations and congress within nations and some sports congress,3,6,"Member-Collection(e2,e1)",16
6797,the subjects adjusted the signal level with a shop built attenuator,1,9,"Instrument-Agency(e2,e1)",6
6798,"remaining under the same influence , it was in the natural order of events that john , a little later , recorded his awakening into the new life at a religious meeting at a quarter before nine o'clock on the evening of may 24th 1738",11,13,Other,0
6799,in this animation the incident wave is travelling from a high density region towards a low density \( high wave speed \) region,5,12,"Entity-Origin(e1,e2)",13
6800,the northwest swell was generated by a powerful storm off japan on jan 5 and gained strength last week,2,8,"Cause-Effect(e2,e1)",10
6801,"having built a makeshift slingshot , the hero apparently flies through the ceiling of his shabby room and vanishes into space",4,7,"Product-Producer(e1,e2)",3
6802,a customer shopping at a walmart in falmouth found 10 human teeth in a wallet he was about to purchase,11,14,"Content-Container(e1,e2)",17
6803,the procession formed the subject of the bas reliefs which embellished the outside of the temple of the parthenon,1,7,"Message-Topic(e2,e1)",2
6804,"in the same way that diet and stress effect facial acne they also effect body acne therefore the basic `` clear skin rules '' of cutting out greasy , fatty foods , and sugary foods as well as trying to reduce everyday stress apply to body acne as well",7,10,"Cause-Effect(e1,e2)",9
6805,"when i got up there , a woman popped out of an office and introduced herself as the pm 's secretary",7,12,"Entity-Origin(e1,e2)",13
6806,"a western regiment was behind it , a regiment of hunters and marksmen",8,10,"Member-Collection(e2,e1)",16
6807,"the museum 's first director , who oversaw the museum for 50 years , converted the building into an art studio",4,20,"Product-Producer(e2,e1)",4
6808,the man fell into a pit,1,5,"Entity-Destination(e1,e2)",7
6809,the accounts have been prepared on a historical cost basis,1,9,"Message-Topic(e1,e2)",1
6810,a young couple travelled into the australian outback,2,7,"Entity-Destination(e1,e2)",7
6811,the discworld novels contain common themes and motifs that run through the series,2,5,"Message-Topic(e1,e2)",1
6812,"this latest adventure from the animation wizards at pixar is beautiful , masterly , inspired and delivers a powerful ecological message",2,6,Other,0
6813,hairdressing with color has become a common trend these days,0,2,Other,0
6814,the height time profiles revealed that the downflow started at times of the deceleration phase of the cme core,6,9,Other,0
6815,"the rod of the piston , which is connected to the nose steering spindle , causes it to pivot at point x",1,4,"Component-Whole(e1,e2)",11
6816,the purpose of this paper is to present an on going research that constructs a live thesaurus directly from search term logs of real world search engines,15,20,"Entity-Origin(e1,e2)",13
6817,the bike was in a crate on the back of a truck,1,5,"Content-Container(e1,e2)",17
6818,the information presented here comes from a series of seasonal telephone surveys,1,11,"Entity-Origin(e1,e2)",13
6819,the pack contained a cd which held a range of resource information sheets and some presentations that could be integrated into your training packages,1,4,"Content-Container(e2,e1)",18
6820,a space shuttle travels into space,1,5,"Entity-Destination(e1,e2)",7
6821,the eu sent peacekeepers to the middle eastern region,3,8,"Entity-Destination(e1,e2)",7
6822,the team won the association 's championship with some regularity,1,9,Other,0
6823,the exhibition comprises more than sixty works of art from international public and private collections,1,6,"Component-Whole(e2,e1)",12
6824,"the strawberry maker enzyme , found in the roots of the plant , builds strawberries after being catalyzed by the digestive fluid of an earthworm",2,13,"Product-Producer(e2,e1)",4
6825,microorganisms in your oral flora gain access to the pulp chamber and root canals in the affected tooth,12,17,"Component-Whole(e1,e2)",11
6826,i was thrilled to see this delicious pennsylvania 7 5 amber in a firkin down there,10,13,"Content-Container(e1,e2)",17
6827,all the birds have flown into the subway for the snowstorm,2,7,"Entity-Destination(e1,e2)",7
6828,a galaxy of legendary figures from the annals of western history comes to life in this stirring sequel to intellectuals and creators,1,4,"Member-Collection(e2,e1)",16
6829,"the quilting tradition in gee 's bend goes back to the 1800s , when slaves fashioned bedcovers out of strips of cloth",14,16,"Product-Producer(e2,e1)",4
6830,the wire had caused a slight injury on the ventral side of the neck and at the base of horns,1,6,"Cause-Effect(e1,e2)",9
6831,"sir john mortimer , the barrister cum writer who created the old bailey 's most famous fictional defender , has died at the age of 85",5,15,"Product-Producer(e2,e1)",4
6832,"the resulting deliverables provide richer , more detailed , and more helpful information for your clients",2,12,"Message-Topic(e1,e2)",1
6833,"today 's story of patent insanity comes to us courtesy of wysong , a small natural pet foods company that came up with a method to put probiotics in foods in the early 80s",18,24,"Product-Producer(e2,e1)",4
6834,the industrial chemical melamine was found in a sample of infant formula made in the usa,3,8,Other,0
6835,"who buys all these glittering diamond colliers , rings , pendants , etc , eto , is a mystery",5,6,Other,0
6836,"better partners communications is an advertising agency specialized in tv ads , outdoors , media , marketing , consulting , press , etc",7,11,Other,0
6837,"the spread is mainly airborne , via the virus laden droplets produced by coughing and sneezing",9,14,Other,0
6838,special articles specifically on gas corrosion and stress corrosion are also available in the literature,7,8,"Cause-Effect(e1,e2)",9
6839,the central nervous system comprises the brain and the spinal chord,1,6,"Component-Whole(e2,e1)",12
6840,recent traffic studies by the department show that a majority of the accidents are caused by drivers,12,16,"Cause-Effect(e2,e1)",10
6841,"in the past couple of days , a small army of bloggers and journalists have indicated that they 're heading for ses chicago",9,11,"Member-Collection(e2,e1)",16
6842,chest pain from indigestion feels like an intense burning and is usually accompanied by regurgitation and gas,1,3,"Cause-Effect(e2,e1)",10
6843,new skate shoes have arrived into the store,1,7,"Entity-Destination(e1,e2)",7
6844,u s customs and border protection officers stopped a drug smuggling attempt when they seized a suitcase full of marijuana,14,17,"Content-Container(e2,e1)",18
6845,"this course is part of the master of veterinary public health \( mvph \) programme at faculty of life sciences , university of copenhagen , denmark",1,14,"Component-Whole(e1,e2)",11
6846,the best online advices come from the websites that are specialized in college and nba leagues,7,12,"Message-Topic(e1,e2)",1
6847,he has been draining the wetlands into federally owned ditches,5,9,"Entity-Destination(e1,e2)",7
6848,"this time , however , another bird joined the eyrar of black swans , as dubai owned subsidiary dubai world oliver russ argonaut capital partners",9,12,"Member-Collection(e2,e1)",16
6849,presentations and outputs of the conference have been provided in the conference proceedings,0,12,"Component-Whole(e1,e2)",11
6850,"a traffic stop for speeding tuesday afternoon in troup county led to the seizure of more than 540 , 000 in currency that was hidden in buckets of roofing tar",20,25,"Content-Container(e1,e2)",17
6851,they set the timer on the cooker for three minutes,3,6,"Component-Whole(e1,e2)",11
6852,"it was intermittently wet and dry , and almost always followed with a whine and often a few tears from the terrible pain",18,22,"Cause-Effect(e2,e1)",10
6853,"the mite 's burrows , fecal matter , proteins and eggs cause itching , rashes and sensitivity",3,14,"Cause-Effect(e1,e2)",9
6854,"marcus stabs one of the attackers with a screwdriver and we see the impact , as well as the victim painfully removing the screwdriver",19,23,"Entity-Origin(e2,e1)",14
6855,it also uses the intranet to inform staff about training opportunities or forthcoming staff events,4,9,Other,0
6856,externally derived data were leaked into the system,2,7,"Entity-Destination(e1,e2)",7
6857,a question was raised in relation to the partnership arrangements in germany,1,9,"Message-Topic(e1,e2)",1
6858,"for a beginner , the layout of piano keys is hard to recognize on a piano keyboard",15,16,"Component-Whole(e2,e1)",12
6859,the kiosk was placed at a statewide convention of science teachers and in a high school science classroom,7,10,Other,0
6860,"thus previous scientific estimates had overstated the devastation caused by the asteroid , since topographic and ecologic factors contributing to the result had not been taken into account",7,11,"Cause-Effect(e2,e1)",10
6861,the pieces are falling into place,1,5,"Entity-Destination(e1,e2)",7
6862,a preamble explains the document 's purpose and underlying philosophy,1,6,"Message-Topic(e1,e2)",1
6863,the analysis device instigates the termination of the connection,2,5,"Cause-Effect(e1,e2)",9
6864,they took her address and two years later a letter arrived from an agent asking if she 'd like a part in a big motion picture,9,13,"Entity-Origin(e1,e2)",13
6865,the local industry was virtually demolished that year as other agencies bailed out of a country whose business practices were becoming increasingly corrupt and dangerous for foreign executives,10,15,"Entity-Origin(e1,e2)",13
6866,kids built forts and tree houses in the woods out of materials swiped from the construction sites that would eventually render those woods someone 's back yard,5,8,Other,0
6867,the marketing strategy and advertising campaign of the company 's products are dedicated to bringing back the old traditional glamorous image,4,10,"Message-Topic(e1,e2)",1
6868,either we saw our mothers show fear from bugs spiders cockroaches and learned to fear them irrationally,6,8,"Cause-Effect(e2,e1)",10
6869,the point of the pen is in good writing position if the tip is anywhere from a to b,1,4,"Component-Whole(e1,e2)",11
6870,this plane taxied back from runway 22r to business apron after aborted takeoff,1,5,"Entity-Origin(e1,e2)",13
6871,a woman was recovering from a bullet wound after she was caught in the cross fire of a shootout,1,7,Other,0
6872,"after birth , which usually takes place in shallow waters , the mother suckles her young for up to 18 months",12,15,"Product-Producer(e2,e1)",4
6873,apricot marmalade is effective in treating emotional indigestion,0,1,"Entity-Origin(e2,e1)",14
6874,plants obtain a significant reduction in water usage and costs by effectively using conductivity analysis,0,14,"Instrument-Agency(e2,e1)",6
6875,"i was digging up the earth to throw into the cradle , when i turned up a lump of ore about the size of a small walnut , which i knew at once was a piece of gold",5,10,Other,0
6876,so mary found a pocketknife in the compartment and a straw from her soda drink now spilled everywhere,13,14,Other,0
6877,these four superb performers and at the end it 's almost impossible to believe there have been so few of them present a wordless show that is like a circus of human dreams and nightmares,31,34,Other,0
6878,the breakthrough came after the news that a sheep named dolly was born as the first cloned mammal,5,8,"Message-Topic(e1,e2)",1
6879,it is an occasional publication reporting recent events and activities taking place at the institute for agriculture and trade policy,4,7,"Message-Topic(e1,e2)",1
6880,the luff is the leading edge of a sail,1,8,"Component-Whole(e1,e2)",11
6881,blood looks very red on the colour television screen,7,8,"Component-Whole(e2,e1)",12
6882,nielsen released his insights into the online industry,3,7,"Entity-Destination(e1,e2)",7
6883,"it 's common to get a slight fever from immunizations , which can make them uncomfortable",7,9,"Cause-Effect(e2,e1)",10
6884,they are intentionally sewn larger than the pillow to accommodate for shrinkage from washing,11,13,"Cause-Effect(e2,e1)",10
6885,the first workers ' committee was formed in yamit factory,4,9,"Entity-Origin(e1,e2)",13
6886,my grandfather 's backyard is an absolute jungle of old wrecked cars,7,11,"Member-Collection(e2,e1)",16
6887,"the 50g is hands down , the absolute best calculator for engineers , surveyors , and hackers",8,10,"Instrument-Agency(e1,e2)",5
6888,they planned a meeting where they discussed about this idea regarding the football team,9,12,"Message-Topic(e1,e2)",1
6889,"neighbours and some parents saw the limbs and head were missing from the body , and its torso was in a suitcase",17,21,"Content-Container(e1,e2)",17
6890,a trawl through ancient copies of the herts advertiser threw up a treasure trove of information about the early days of the city 's first ever cinema,1,13,Other,0
6891,this unwillingness to fund on a secured basis placed stress on the liquidity of the firm,12,15,Other,0
6892,"the small wheel of the button panel is limited to the range of a button , so you do n't have to worry that you turn into another function",2,6,"Component-Whole(e1,e2)",11
6893,the exhibition considers tea 's mythic origins in the hills of southern china,1,6,"Message-Topic(e1,e2)",1
6894,heavy thunderstorms caused cancellation of races later in the afternoon preventing the masters mens fours and masters womens and womens eights from racing,1,3,"Cause-Effect(e1,e2)",9
6895,"but pradyumna did not die , even when he was digested in the belly of the fish",13,16,"Component-Whole(e1,e2)",11
6896,she sold a gold ring she received as a gift from her company and her old '80s style chains,3,4,Other,0
6897,"in fact , in the concerto form , the soloist often composed and performed a cadenza as a way to express their individual interpretation of the piece",9,15,"Product-Producer(e2,e1)",4
6898,"actually , the earthquake is largely from a global company that had interests insured in china , whereas the snowstorm losses are exclusively from a variety of chinese companies that we had relationships with for some year",19,20,"Cause-Effect(e1,e2)",9
6899,the us troops are going into a mountain area in pakistan,2,8,"Entity-Destination(e1,e2)",7
6900,scientists have made batteries and supercapacitors with little more than ordinary office paper and some carbon and silver nanomaterials,0,5,"Product-Producer(e2,e1)",4
6901,the bomb was contained in a large white truck and consisted of a fertilizer device wrapped with a detonation cord made from semtex,1,8,"Content-Container(e1,e2)",17
6902,the three types of bone cells in the nasal turbinates had characteristic ultrastructural features,5,9,"Component-Whole(e1,e2)",11
6903,the o dichlorobenzene extractant was removed into chlorobenzene for the first step of rough separation,2,6,"Entity-Destination(e1,e2)",7
6904,the tumorous tissue was sealed in pyrex glass tubes with a gas oxygen flame and frozen by the procedure described previously,2,7,"Entity-Destination(e1,e2)",7
6905,the porter passed on the licence to the wife and the daughter,5,8,"Entity-Destination(e1,e2)",7
6906,the pollution is being spread to air rapidly,1,6,"Entity-Destination(e1,e2)",7
6907,none of the answers just popped out of the computer,3,9,"Entity-Origin(e1,e2)",13
6908,"pierre cardo , a deputy from chirac 's party , explained that the most rebellious of `` delinquents '' are `` often products of polygamous families ''",4,8,"Member-Collection(e1,e2)",15
6909,"the car already has a digital speedometer which tracks speed at , yes , precision of 1 kilometer not 1 3 , 1 6 , but exactly 1 km",1,6,"Component-Whole(e2,e1)",12
6910,the reporters on this project have constructed one of the most comprehensive explanations of how the price of this vital infrastructure has spiraled out of control,1,12,"Product-Producer(e2,e1)",4
6911,by avoiding or limiting contact with trash the chance of contracting germs that lead to sickness or disease is decreased,11,15,"Cause-Effect(e1,e2)",9
6912,"each member takes part in the activity of the whole organisation in the same way as the organisation is responsible for the revolutionary and political activity of each of its members , since they do not act in the political domain without consulting the organisation",1,10,"Member-Collection(e1,e2)",15
6913,the dialect spoken in the south karelian region of finland is part of the south eastern dialects of the finnish language,1,20,Other,0
6914,climate change is the topic of the day,0,7,Other,0
6915,the rabbit wine opener even automatically releases the cork from the spiral,3,11,"Component-Whole(e2,e1)",12
6916,"a popular kitchen protection is a rope of garlic , onions or peppers",6,8,"Component-Whole(e2,e1)",12
6917,his promised bride was already in great peril from the twisted love of an insane suitor,7,15,Other,0
6918,"in the years since the adm scandal of the 1990s , the calamities caused by the subversion of the food resources of masses of people to the private profit interests of a few has reached new heights",12,16,"Cause-Effect(e2,e1)",10
6919,worker bees eating ordinary honey live only four to six weeks,1,4,Other,0
6920,"the living vaccine , caused a sharp temperature elevation on the day following the second injection",2,7,"Cause-Effect(e1,e2)",9
6921,"instead , i ran at them , whirling my arms and screeching as loud as a sedge of bitterns",16,18,"Member-Collection(e2,e1)",16
6922,"once more he is facing off against the malicious cobra , who has released a division of irresistible infantrymen with fierce battle talents",15,18,"Member-Collection(e2,e1)",16
6923,"the executive committee is composed of the president , vice presidents from the 10 largest affiliates , and nine other vice presidents chosen in consultation",2,7,"Member-Collection(e2,e1)",16
6924,the philippines ' aboriginal inhabitants arrived from the asian mainland around 25000 bc,4,9,"Entity-Origin(e1,e2)",13
6925,an explosive was hidden in a condom or condom like bag just below his torso,1,6,"Content-Container(e1,e2)",17
6926,"in a person who already has some neck tension from stress , such an event can lead to a long term increase of neck tension",8,10,"Cause-Effect(e2,e1)",10
6927,the spices took pasta into moroccan territory,3,6,"Entity-Destination(e1,e2)",7
6928,the first order of business when a patient complains of palpitations is to check whether the palpitations are caused by a heart rhythm,16,21,"Cause-Effect(e2,e1)",10
6929,the book was misplaced into the wrong shelf,1,7,"Entity-Destination(e1,e2)",7
6930,the bridge was moved from its original location in an effort to save it,1,7,"Entity-Origin(e1,e2)",13
6931,we report the second case of ureteropelvic junction obstruction after radiofrequency ablation that resulted in nephrectomy,8,11,Other,0
6932,"the miscarriages are caused by one time , non repeating genetic problems",1,9,"Cause-Effect(e2,e1)",10
6933,"it found the net aggregate economic benefit to native born americans from the enormous influx accidentally triggered by the 1965 immigration is nugatory less than 10 billion a year , in an economy of 10 trillion",13,19,"Cause-Effect(e2,e1)",10
6934,osha regulates that a forklift operator 's training program have three parts,4,5,"Instrument-Agency(e1,e2)",5
6935,the backpack contained a social security number and other miscellaneous items,1,4,"Content-Container(e2,e1)",18
6936,"standing squarely in the way of progressive plans to fortify marseilles , that magic grove of dodonian oaks , holly oaks and alder just had to go",14,17,"Member-Collection(e2,e1)",16
6937,"the joey leaves the pouch for short periods in about nine months of age , but continues to be suckled until it is about 18 months of age",1,4,"Entity-Origin(e1,e2)",13
6938,engineers use computers to solve a variety of problems ranging from the evaluation of a simple function to solving a system of nonlinear equations,0,2,"Instrument-Agency(e2,e1)",6
6939,someone leaked the secret document to a journalist,4,7,"Entity-Destination(e1,e2)",7
6940,"the list was distilled from conversations and presentations at ibm 's emea analyst conference , analyst insights 07",1,5,"Entity-Origin(e1,e2)",13
6941,we did an integration of the git based release workflow into the distribution,8,11,"Entity-Destination(e1,e2)",7
6942,the mice fell into the trap,1,5,"Entity-Destination(e1,e2)",7
6943,"this is the basic household return , filled in and signed by the head of the household",13,16,"Member-Collection(e1,e2)",15
6944,two other teens ran into snags,2,5,"Entity-Destination(e1,e2)",7
6945,"deeply chauvinistic , the movement is rooted in an atavistic sense of indian identity that harks back to a mystical time",4,10,"Entity-Origin(e1,e2)",13
6946,the lighting in the shop was dim and the walls were covered with shelves which were covered with shoes,1,4,Other,0
6947,"just then a camel caravan of ishmaelite merchants came passing by , on their way to trade in egypt",4,7,"Member-Collection(e2,e1)",16
6948,these services are migrated into the call since they require booking facilities,1,6,"Entity-Destination(e1,e2)",7
6949,our microwave has a button for popcorn,1,4,"Component-Whole(e2,e1)",12
6950,a small charm of seven goldfinches bounced in front of the bus,2,5,"Member-Collection(e2,e1)",16
6951,the book was in a trunk full of documents handed over to the archive,1,5,"Content-Container(e1,e2)",17
6952,the legs of the chairs were designed differently and they were continuously upgraded with new styles and designs,1,4,"Component-Whole(e1,e2)",11
6953,this statement threw people into chaos,3,5,Other,0
6954,the overseas department collaborates with the law department of the company to resolve any legal matters in the field of international trade,7,10,"Component-Whole(e1,e2)",11
6955,"the concert closes with the young composer 's take on another aria from guilio cesare , the notoriously tricky al lampo dell'armi",6,11,Other,0
6956,the spotter sweeps the surrounding countryside with a powerful hand held lamp with a tightly focused beam,1,10,"Instrument-Agency(e2,e1)",6
6957,the clinical trials have implanted cells into the patient,5,8,"Entity-Destination(e1,e2)",7
6958,"we had a flour bin , i poured flour into the well , and i stirred it with the bucket",8,11,"Entity-Destination(e1,e2)",7
6959,mcgee 's talent stemmed from mother 's teaching,2,7,"Cause-Effect(e2,e1)",10
6960,"i make this all the time and replicated a similar recipe from a wonderful wonderful restaurant in paducah , ky",10,15,"Entity-Origin(e1,e2)",13
6961,harbor beach man pleads in case that stemmed from dog attack on tot,5,10,"Cause-Effect(e2,e1)",10
6962,antibodies introduced into living cells by red cell ghosts are functionally stable in the cytoplasm of the cells,0,4,"Entity-Destination(e1,e2)",7
6963,many people gamble away their rent and grocery money just to take a chance on a leash of greyhounds chasing a mechanical rabbit,16,18,"Member-Collection(e2,e1)",16
6964,"ibsen 's work examined the realities that lay behind many facades , possessing a revelatory nature that was disquieting to many contemporaries",2,5,"Message-Topic(e1,e2)",1
6965,this morning while shoveling snow a commotion caused me to look up and see that a small pandemonium of monk parrots had chased away all the cardinals from our bird feeder,17,19,"Member-Collection(e2,e1)",16
6966,nasa paid a private company which carried astronauts into orbit,7,9,"Entity-Destination(e1,e2)",7
6967,"the band first reached the charts with the song `` touch my light '' in the late spring of 1993 , receiving major airplay on mainstream radio stations",1,8,"Product-Producer(e2,e1)",4
6968,the younger female got out rather easily from the cuffs and massaged her wrists,2,9,Other,0
6969,the animal control released a wild leopard into the wild,6,9,"Entity-Destination(e1,e2)",7
6970,sinusitis and tinnitus cause stress or anxiety,0,6,"Cause-Effect(e1,e2)",9
6971,la nicchia 's lemon marmalade is a sublime addition to any vinaigrette or fish marinade,3,4,"Entity-Origin(e2,e1)",14
6972,they have poured millions into these projects,3,6,"Entity-Destination(e1,e2)",7
6973,the hand cranked churn produced smoother ice cream than the pot freezer and did it quicker,2,5,Other,0
6974,"as part of their class , titled `` sustainable building design , '' the students analyze the components of the building that play a role in the structure 's environmental impact , such as insulation , water usage and drainage , and the heating , ventilation and air conditioning \( hvac \) system",17,20,"Component-Whole(e1,e2)",11
6975,british scientists have created human sperm using stem cells in a medical first that could revolutionise fertility treatment,1,5,"Product-Producer(e2,e1)",4
6976,it is the way of deliverance from vicious cycles of anger and insult,5,8,Other,0
6977,"lake st lucia , africa 's largest estuary , is home to the greatest congregation of hippos and crocodiles in south africa",14,16,"Member-Collection(e2,e1)",16
6978,"the cool fog of the summer morning had inundated the fabric of the blimp 's coverings with excess moisture , adding additional weight to the aircraft",2,18,"Cause-Effect(e1,e2)",9
6979,the movie represents the only film soundtrack by the seminal los angeles punk rock band,6,14,"Product-Producer(e1,e2)",3
6980,the kids dug into the baked ziti with gusto,1,8,Other,0
6981,"the campaign is part of the european e inclusion initiative , which seeks to build on all existing e inclusion activities and identify synergies between them and improvements in overall e inclusion impact",1,8,"Component-Whole(e1,e2)",11
6982,the perturbations caused by the substorm related field aligned currents are most notable in the east west deflections of the geosynchronous magnetic field,1,8,"Cause-Effect(e2,e1)",10
6983,after 1890 the house was moved from its original location to the complex of outbuildings next to the present ross home,3,9,"Entity-Origin(e1,e2)",13
6984,"in the process , they initiated the establishment of the tirailleurs senegalais , the first battalion of senegalese infantrymen in 1857",15,18,"Member-Collection(e2,e1)",16
6985,"in both course offerings , all except one student completed the questionnaire designed by the university coordinators",11,16,"Product-Producer(e1,e2)",3
6986,the program featured clips from 1950 's television and interviews with game show stars,3,7,"Entity-Origin(e1,e2)",13
6987,goltv 's unique offering positions it in the highly competitive us media market as the only tv channel devoted exclusively to soccer,17,21,"Message-Topic(e1,e2)",1
6988,it took the mechanic less than 10 seconds \( no exaggeration \) to fix the lock with a screwdriver,3,18,"Instrument-Agency(e2,e1)",6
6989,this public debate has been reflected in widely advertised series in the popular magazines and by numerous analysts,2,9,"Message-Topic(e2,e1)",2
6990,xanax works by changing brain chemicals that cause stress and anxiety,5,10,"Cause-Effect(e1,e2)",9
6991,the handgun was discovered inside a sealed velcro pocket on the front driver 's seat,1,8,"Content-Container(e1,e2)",17
6992,brightly colored honey dipper beads and chunky disk rings make up this all wood foot toy,8,15,"Component-Whole(e1,e2)",11
6993,these children have given up everything all they own now is a suitcase with clothes in it,13,15,"Content-Container(e2,e1)",18
6994,"however several species of fungi , insect , and bacteria cause mortality or reduced growth of the tree",4,11,"Cause-Effect(e1,e2)",9
6995,the replies are posted to all groups,1,6,"Entity-Destination(e1,e2)",7
6996,"the cockpit accommodated a crew of three , including pilot , radar operator , and sensor operator",1,4,Other,0
6997,"rye flour was found to contain only one glutelin , which separated at 3 per cent of saturation with ammonium sulfate",0,1,"Entity-Origin(e2,e1)",14
6998,pee dee academy girls basketball coach jerry coleman placed the quote in a spot where he was sure all of his players could see it,10,13,"Entity-Destination(e1,e2)",7
6999,viral dna forms in the livers of ducks transfected with mutant genomes,5,7,"Component-Whole(e1,e2)",11
7000,the painter 's marks represent the story of a hunt or a great war my symbols represent the story of a problem and its solution,1,3,"Product-Producer(e2,e1)",4
7001,the author clearly got a great deal of pleasure from the work and did not allow his vast amount of material to force him into shallow generalizations,8,11,"Cause-Effect(e2,e1)",10
7002,"general information about the infection caused by the bacteria called salmonella , when food is eaten raw or undercooked",4,8,"Cause-Effect(e2,e1)",10
7003,"all the profits from the books listed below are donated to the norman historic preservation program , inc \( nhpp \) to be used toward the renovation of the old norman high school as a children 's educational center and museum",2,5,"Cause-Effect(e2,e1)",10
7004,"physical geography examines the natural environment and how the climate , vegetation life , soil , water , and landforms are produced and interact",0,4,Other,0
7005,this code constructs a triangle from a set of three lines,1,10,"Instrument-Agency(e2,e1)",6
7006,the target is semantically a tree that is constructed from elements of terminal and non terminal nodes represented through lists and symbols,5,10,"Component-Whole(e2,e1)",12
7007,my home is a part of homeowner 's association,1,8,"Member-Collection(e1,e2)",15
7008,recently the man was put into an interpol red flag list,2,10,Other,0
7009,"in the 1940s and 50s the empty canal was used by a chemical and plastics company to dump nearly 20 , 000 tons \( c 18 , 000 metric tons \) of toxic waste the waste was sealed in metal drums in a manner that has since been declared illegal",31,35,"Content-Container(e1,e2)",17
7010,young people from bridgend made this animated film to highlight the dangers of forest fires,7,11,"Message-Topic(e1,e2)",1
7011,the pouch is a distinguishing feature of female marsupials \( and rarely in the males as in the water opossum and the extinct thylacine \),1,8,"Component-Whole(e1,e2)",11
7012,but nothing prepared her for the day when a surfeit of 10 baby skunks popped their heads out of the hole and began scurrying about with their mommy,9,13,"Member-Collection(e2,e1)",16
7013,we started the scholarship and then formed a committee of employees who drafted the guidelines of what we wanted to do with it,8,14,"Product-Producer(e2,e1)",4
7014,"despite previous statements asserting their innocence , both titus and ryan pleaded guilty to various charges on may 30",2,5,"Message-Topic(e1,e2)",1
7015,gaza following the widespread destruction caused by the israeli invasion,4,9,"Cause-Effect(e2,e1)",10
